,User,Content,Like_Count,Quote_Count,Reply_Count,Date,content_words,words,neg,neu,pos,compound,label
2927,2289,@TokunboAdesina Pandemic funds and reckless money printing from the FED has brought world economy in this currency pain leading to a debt crisis for emerging markets all for their Patek to pump. It’s crashed now so what was the point,1,0,0,2023-03-12,tokunboadesina pandemic funds reckless money printing fed brought economy currency pain leading debt crisis emerging markets patek pump it’s crashed point,"['tokunboadesina', 'pandemic', 'funds', 'reckless', 'money', 'printing', 'fed', 'brought', 'economy', 'currency', 'pain', 'leading', 'debt', 'crisis', 'emerging', 'markets', 'patek', 'pump', 'it’s', 'crashed', 'point']",0.426,0.574,0.0,-0.9118,negative
2928,2928,"Robert Kiyosaki Says World Economy on the Verge of Collapse — Warns of Bank Runs, Frozen Savings, Bail-Ins – Economics Bitcoin News https://t.co/rKuLjRFYoy",0,0,0,2023-03-12,robert kiyosaki says economy verge collapse — warns bank runs frozen savings bailins – economics bitcoin news,"['robert', 'kiyosaki', 'says', 'economy', 'verge', 'collapse', '—', 'warns', 'bank', 'runs', 'frozen', 'savings', 'bailins', '–', 'economics', 'bitcoin', 'news']",0.261,0.739,0.0,-0.5574,negative
2929,886,@ReginaPosterBoy Look at the overall world economy during that period smart guy.,0,0,0,2023-03-12,reginaposterboy look overall economy period smart guy,"['reginaposterboy', 'look', 'overall', 'economy', 'period', 'smart', 'guy']",0.0,0.69,0.31,0.4019,positive
2930,1823,@mellen_stacy @TheKenBarnett What did you think was going to happen when the whole world economy was shut down?! Then they pump 5 trillion in to the economy?! People were spending and nothing was being produced!! Lol and you blame that on Biden?! WTFU!!!,0,0,0,2023-03-12,mellenstacy thekenbarnett think going happen whole economy shut pump trillion economy people spending nothing produced lol blame biden wtfu,"['mellenstacy', 'thekenbarnett', 'think', 'going', 'happen', 'whole', 'economy', 'shut', 'pump', 'trillion', 'economy', 'people', 'spending', 'nothing', 'produced', 'lol', 'blame', 'biden', 'wtfu']",0.109,0.796,0.095,-0.0762,negative
2931,2541,"@PierrePoilievre According to PP, Trudeau is responsible for the Weather, the Pandemic, the world Inflation, the world Economy and Financial problems, the occupation in Ottawa,  global warming, Canada's drug problems and everything he inherited from the Harper fiasco.",0,0,0,2023-03-12,pierrepoilievre according pp trudeau responsible weather pandemic inflation economy financial problems occupation ottawa global warming canadas drug problems everything inherited harper fiasco,"['pierrepoilievre', 'according', 'pp', 'trudeau', 'responsible', 'weather', 'pandemic', 'inflation', 'economy', 'financial', 'problems', 'occupation', 'ottawa', 'global', 'warming', 'canadas', 'drug', 'problems', 'everything', 'inherited', 'harper', 'fiasco']",0.294,0.574,0.132,-0.7003,negative
2932,3463,@Spivens @hattiecarlis @thejakedurkin @ZubyMusic @TheRabbitHole84 The entire world is dependent on the world economy and any mid to large country would have an impact if they were to vanish tomorrow.,0,0,1,2023-03-12,spivens hattiecarlis thejakedurkin zubymusic entire dependent economy mid large country would impact vanish tomorrow,"['spivens', 'hattiecarlis', 'thejakedurkin', 'zubymusic', 'entire', 'dependent', 'economy', 'mid', 'large', 'country', 'would', 'impact', 'vanish', 'tomorrow']",0.0,1.0,0.0,0.0,neutral
2933,3416,@EconomicTimes Rajan Sen and company who look after the world economy didn’t see Silicon Valley collapse coming.. clear indications.. director sells company shares.. is also in watchdog.. lots of startup investors like shadi etc are at a loss.. and is reported as second big loss,0,0,0,2023-03-12,economictimes rajan sen company look economy didn’t see silicon valley collapse coming clear indications director sells company shares also watchdog lots startup investors like shadi etc loss reported second big loss,"['economictimes', 'rajan', 'sen', 'company', 'look', 'economy', 'didn’t', 'see', 'silicon', 'valley', 'collapse', 'coming', 'clear', 'indications', 'director', 'sells', 'company', 'shares', 'also', 'watchdog', 'lots', 'startup', 'investors', 'like', 'shadi', 'etc', 'loss', 'reported', 'second', 'big', 'loss']",0.195,0.623,0.182,-0.128,negative
2934,1876,"RT FollowCII: Global thought leaders &amp; experts will convene at the CII #PartnershipSummit2023 to capture ideas &amp; foster multilateral cooperation, with a view to define the way forward for the world #economy.
#StayTuned➡️ https://t.co/sk1Trqe5ti
@CimGOI … https://t.co/vmtPGgpKtC",0,0,0,2023-03-12,rt followcii global thought leaders amp experts convene cii capture ideas amp foster multilateral cooperation view define way forward economystaytuned➡️ cimgoi …,"['rt', 'followcii', 'global', 'thought', 'leaders', 'amp', 'experts', 'convene', 'cii', 'capture', 'ideas', 'amp', 'foster', 'multilateral', 'cooperation', 'view', 'define', 'way', 'forward', 'economystaytuned➡️', 'cimgoi', '…']",0.0,1.0,0.0,0.0,neutral
2935,3413,"well, who would have believed it , the bankers are going to crash the world economy ....again 🙄...😂😂😂😂😂",2,0,0,2023-03-12,well would believed bankers going crash economy 🙄😂😂😂😂😂,"['well', 'would', 'believed', 'bankers', 'going', 'crash', 'economy', '🙄😂😂😂😂😂']",0.25,0.556,0.194,-0.1531,negative
2936,1046,"@RepAndyBiggsAZ @freedomcaucus The US economy is doing fine, actually. But it and the world economy will crash if the Republicans don’t deal with the debt ceiling. So please do that OK?",0,0,0,2023-03-12,repandybiggsaz freedomcaucus us economy fine actually economy crash republicans don’t deal debt ceiling please ok,"['repandybiggsaz', 'freedomcaucus', 'us', 'economy', 'fine', 'actually', 'economy', 'crash', 'republicans', 'don’t', 'deal', 'debt', 'ceiling', 'please', 'ok']",0.242,0.465,0.293,0.0258,positive
2937,2354,"@SenStabenow @POTUS Yep you printing and spending money on your lobbyist buddies, politicians getting rich on the insider trading, and now the banks folding. More like the greatest turn around to put China in control of a world economy.",14,0,0,2023-03-12,senstabenow potus yep printing spending money lobbyist buddies politicians getting rich insider trading banks folding like greatest turn around put china control economy,"['senstabenow', 'potus', 'yep', 'printing', 'spending', 'money', 'lobbyist', 'buddies', 'politicians', 'getting', 'rich', 'insider', 'trading', 'banks', 'folding', 'like', 'greatest', 'turn', 'around', 'put', 'china', 'control', 'economy']",0.0,0.603,0.397,0.91,positive
2938,1253,"@bennyjohnson BIDENS IRA, Inflation Reduction Act isn’t working

The biggest stock market crash in history coming. Biden elected in 2020.
Boomers are toast. Should have got out in 2020 when Biden elected. 

World economy on verge of collapse. Runs on banks next? Savings frozen? Bail-INs next?",0,0,0,2023-03-12,bennyjohnson bidens ira inflation reduction act isn’t workingthe biggest stock market crash history coming biden elected boomers toast got biden elected economy verge collapse runs banks next savings frozen bailins next,"['bennyjohnson', 'bidens', 'ira', 'inflation', 'reduction', 'act', 'isn’t', 'workingthe', 'biggest', 'stock', 'market', 'crash', 'history', 'coming', 'biden', 'elected', 'boomers', 'toast', 'got', 'biden', 'elected', 'economy', 'verge', 'collapse', 'runs', 'banks', 'next', 'savings', 'frozen', 'bailins', 'next']",0.169,0.831,0.0,-0.7096,negative
2939,673,@paulkrugman @maliniw90th . . . and your view of the Twitter rumor that Thiel crashed the bank to bring down the world economy?,2,0,1,2023-03-12,paulkrugman view twitter rumor thiel crashed bank bring economy,"['paulkrugman', 'view', 'twitter', 'rumor', 'thiel', 'crashed', 'bank', 'bring', 'economy']",0.0,1.0,0.0,0.0,neutral
2940,550,@nullinput @D33T3W @unusual_whales “It” is the entire world economy here ya know,0,0,0,2023-03-12,nullinput unusualwhales “it” entire economy ya know,"['nullinput', 'unusualwhales', '“it”', 'entire', 'economy', 'ya', 'know']",0.0,1.0,0.0,0.0,neutral
2941,1519,"""The absence of universal money will continue to plague the world economy for as long as such a shortcoming endures."" The Power of #Gold, Peter Bernstein, 2000 https://t.co/OzbBRYG65E",0,0,0,2023-03-12,absence universal money continue plague economy long shortcoming endures power gold peter bernstein,"['absence', 'universal', 'money', 'continue', 'plague', 'economy', 'long', 'shortcoming', 'endures', 'power', 'gold', 'peter', 'bernstein']",0.0,1.0,0.0,0.0,neutral
2942,2449,@its_the_Dr @tuesday7595 It's sad. People come to America to start businesses and to make money from all over the world. It's not just people living here starting businesses. It affects the world economy as well.,0,0,0,2023-03-12,itsthedr sad people come america start businesses make money people living starting businesses affects economy well,"['itsthedr', 'sad', 'people', 'come', 'america', 'start', 'businesses', 'make', 'money', 'people', 'living', 'starting', 'businesses', 'affects', 'economy', 'well']",0.161,0.729,0.109,-0.25,negative
2943,784,VIDEO - OMB Director on Debt Ceiling Fight: A Default Would Be ‘Absolutely Catastrophic’ for the World Economy https://t.co/caw9ocf2oz,0,0,0,2023-03-12,video omb director debt ceiling fight default would ‘absolutely catastrophic’ economy,"['video', 'omb', 'director', 'debt', 'ceiling', 'fight', 'default', 'would', '‘absolutely', 'catastrophic’', 'economy']",0.362,0.638,0.0,-0.6249,negative
2944,2476,@SwordForGideon @AGleaks Because a bank run on the fed level would be the end for legacy banking and a splitting of the world economy into factions competing for reserve currency status the lack of control by outside forces will push many to Bitcoin,0,0,0,2023-03-12,swordforgideon agleaks bank run fed level would end legacy banking splitting economy factions competing reserve currency status lack control outside forces push bitcoin,"['swordforgideon', 'agleaks', 'bank', 'run', 'fed', 'level', 'would', 'end', 'legacy', 'banking', 'splitting', 'economy', 'factions', 'competing', 'reserve', 'currency', 'status', 'lack', 'control', 'outside', 'forces', 'push', 'bitcoin']",0.095,0.905,0.0,-0.3182,negative
2945,3095,It is extraordinary that the world economy takes their cues from a lawyer named Jerome.,0,0,0,2023-03-12,extraordinary economy takes cues lawyer named jerome,"['extraordinary', 'economy', 'takes', 'cues', 'lawyer', 'named', 'jerome']",0.0,1.0,0.0,0.0,neutral
2946,2089,"@gordonguthrie @jdportes @matthewclifford @Samfr @johnmcternan As in many problems arising in the world economy, look to the Fed's hiking of interest rates - https://t.co/XHknYyOS3M",1,0,0,2023-03-12,gordonguthrie jdportes matthewclifford samfr johnmcternan problems arising economy look feds hiking interest rates,"['gordonguthrie', 'jdportes', 'matthewclifford', 'samfr', 'johnmcternan', 'problems', 'arising', 'economy', 'look', 'feds', 'hiking', 'interest', 'rates']",0.162,0.659,0.18,0.0772,positive
2947,2241,"@vtchakarova Demographics can be a curse if jobs don’t keep up . Economically we grew faster in the early 2000s ( with the world economy ) . History has shown the blind worship of a cult leader always leads to disaster . Coming from the outside , I see you have a different view . Appreciated",3,0,1,2023-03-12,vtchakarova demographics curse jobs don’t keep economically grew faster early economy history shown blind worship cult leader always leads disaster coming outside see different view appreciated,"['vtchakarova', 'demographics', 'curse', 'jobs', 'don’t', 'keep', 'economically', 'grew', 'faster', 'early', 'economy', 'history', 'shown', 'blind', 'worship', 'cult', 'leader', 'always', 'leads', 'disaster', 'coming', 'outside', 'see', 'different', 'view', 'appreciated']",0.28,0.571,0.149,-0.7003,negative
2948,1777,"The world economy is turning into shit, APC will do nothing and then blame everything om the international economy, but there's Dubai dt regardless of what happens around D world R doing quite well meaning our economy has got nothing to do with the international economy  #Protest",23,0,0,2023-03-12,economy turning shit apc nothing blame everything om international economy theres dubai dt regardless happens around r quite well meaning economy got nothing international economy protest,"['economy', 'turning', 'shit', 'apc', 'nothing', 'blame', 'everything', 'om', 'international', 'economy', 'theres', 'dubai', 'dt', 'regardless', 'happens', 'around', 'r', 'quite', 'well', 'meaning', 'economy', 'got', 'nothing', 'international', 'economy', 'protest']",0.117,0.683,0.2,0.1454,positive
2949,1189,"@kikimelendez @elonmusk IT was JUST (ICE) for the acCOUNTend! 
WHO balanced the depth of The World Economy out?
Not ELON Not the Musk and also No Maske!

Eli, Eli Lama Sabachthani!",0,0,0,2023-03-12,kikimelendez elonmusk ice accountend balanced depth economy outnot elon musk also maskeeli eli lama sabachthani,"['kikimelendez', 'elonmusk', 'ice', 'accountend', 'balanced', 'depth', 'economy', 'outnot', 'elon', 'musk', 'also', 'maskeeli', 'eli', 'lama', 'sabachthani']",0.0,1.0,0.0,0.0,neutral
2950,3044,"@MBdaytrading @EstebanMaccers @GaryNTrader its a no brainer ,they have to ,or else its lights off ,bank runs ,deep recession/depression..it would be a catastophe for world economy under present situ..next 24 hours critical for the world financial system",1,0,1,2023-03-12,mbdaytrading estebanmaccers garyntrader brainer else lights bank runs deep recessiondepressionit would catastophe economy present situnext hours critical financial system,"['mbdaytrading', 'estebanmaccers', 'garyntrader', 'brainer', 'else', 'lights', 'bank', 'runs', 'deep', 'recessiondepressionit', 'would', 'catastophe', 'economy', 'present', 'situnext', 'hours', 'critical', 'financial', 'system']",0.113,0.887,0.0,-0.3182,negative
2951,457,"@claudebarde @Davis_AlexD @Blindripper85 Maybe a mistype. Not sure if that’s a question or a statement. 
Yes I’m sure there are beaucoup regs. 
It is a world economy. 
I suppose one would need to “bank” themselves and not depend on an outside bank holding those reserves.",2,0,1,2023-03-12,claudebarde davisalexd maybe mistype sure that’s question statement yes i’m sure beaucoup regs economy suppose one would need “bank” depend outside bank holding reserves,"['claudebarde', 'davisalexd', 'maybe', 'mistype', 'sure', 'that’s', 'question', 'statement', 'yes', 'i’m', 'sure', 'beaucoup', 'regs', 'economy', 'suppose', 'one', 'would', 'need', '“bank”', 'depend', 'outside', 'bank', 'holding', 'reserves']",0.0,0.742,0.258,0.743,positive
2952,970,"To appreciate what criminal action is unfolding today around Gates, Schwab &amp; advocates of an alleged “sustainable” world economy, we must go back to 1968 when David Rockefeller &amp; friends created a movement around the idea that human consumption &amp; population growth were the...",0,0,1,2023-03-12,appreciate criminal action unfolding today around gates schwab amp advocates alleged “sustainable” economy must go back david rockefeller amp friends created movement around idea human consumption amp population growth,"['appreciate', 'criminal', 'action', 'unfolding', 'today', 'around', 'gates', 'schwab', 'amp', 'advocates', 'alleged', '“sustainable”', 'economy', 'must', 'go', 'back', 'david', 'rockefeller', 'amp', 'friends', 'created', 'movement', 'around', 'idea', 'human', 'consumption', 'amp', 'population', 'growth']",0.09,0.635,0.275,0.7184,positive
2953,3088,"When Chuck Norris plays Monopoly, it affects the actual world economy.",0,0,0,2023-03-12,chuck norris plays monopoly affects actual economy,"['chuck', 'norris', 'plays', 'monopoly', 'affects', 'actual', 'economy']",0.0,0.75,0.25,0.25,positive
2954,1134,"A movie about the SEC had to be some kind of Roland Emmerich disaster movie in which the world economy is on the brink of a economic crash and ultimate bank collapse, but the actual plot revolves around the SEC enforcement division prosecuting people for not filing an S-1 Form.",58,0,4,2023-03-12,movie sec kind roland emmerich disaster movie economy brink economic crash ultimate bank collapse actual plot revolves around sec enforcement division prosecuting people filing form,"['movie', 'sec', 'kind', 'roland', 'emmerich', 'disaster', 'movie', 'economy', 'brink', 'economic', 'crash', 'ultimate', 'bank', 'collapse', 'actual', 'plot', 'revolves', 'around', 'sec', 'enforcement', 'division', 'prosecuting', 'people', 'filing', 'form']",0.291,0.61,0.099,-0.765,negative
2955,2964,@MattiHaapoja Then the world economy would collapse,0,0,0,2023-03-12,mattihaapoja economy would collapse,"['mattihaapoja', 'economy', 'would', 'collapse']",0.516,0.484,0.0,-0.4939,negative
2956,2437,"@faexoptim Not as if the banks crushed the world economy 15 years ago. Now they bitch about their bonuses still, even though they wrecked the whole world’s economy by being ridiculously bad at their jobs",0,0,1,2023-03-12,faexoptim banks crushed economy years ago bitch bonuses still even though wrecked whole world’s economy ridiculously bad jobs,"['faexoptim', 'banks', 'crushed', 'economy', 'years', 'ago', 'bitch', 'bonuses', 'still', 'even', 'though', 'wrecked', 'whole', 'world’s', 'economy', 'ridiculously', 'bad', 'jobs']",0.43,0.447,0.124,-0.836,negative
2957,766,"I have always enjoyed the Big Mac index. It often explains more about the world economy than you will get from most economist talking-heads.

https://t.co/Gf8CXnZ2td",4,0,1,2023-03-12,always enjoyed big mac index often explains economy get economist talkingheads,"['always', 'enjoyed', 'big', 'mac', 'index', 'often', 'explains', 'economy', 'get', 'economist', 'talkingheads']",0.0,0.752,0.248,0.5106,positive
2958,2854,"Kiyosaki also recently said the world economy is on the verge of collapse, warning of bank runs, frozen savings, and bail-ins.",0,0,0,2023-03-12,kiyosaki also recently said economy verge collapse warning bank runs frozen savings bailins,"['kiyosaki', 'also', 'recently', 'said', 'economy', 'verge', 'collapse', 'warning', 'bank', 'runs', 'frozen', 'savings', 'bailins']",0.337,0.663,0.0,-0.6808,negative
2959,2211,"There are major concerns about the world economy due in part to massive debt. Credit Suisse has made a  massive loss and Silicon Valley bank gone bust, also French banks etc have worrying figures. If we hit a world recession I am saying don't blame Brexit https://t.co/i70kZXcaeF",12,1,2,2023-03-12,major concerns economy due part massive debt credit suisse made massive loss silicon valley bank gone bust also french banks etc worrying figures hit recession saying dont blame brexit,"['major', 'concerns', 'economy', 'due', 'part', 'massive', 'debt', 'credit', 'suisse', 'made', 'massive', 'loss', 'silicon', 'valley', 'bank', 'gone', 'bust', 'also', 'french', 'banks', 'etc', 'worrying', 'figures', 'hit', 'recession', 'saying', 'dont', 'blame', 'brexit']",0.266,0.611,0.123,-0.6558,negative
2960,1138,The #EconomicCrisis in one country can have an impact on the world economy as a whole. What measures can be taken to minimize the risks of such crises?,0,0,0,2023-03-12,economiccrisis one country impact economy whole measures taken minimize risks crises,"['economiccrisis', 'one', 'country', 'impact', 'economy', 'whole', 'measures', 'taken', 'minimize', 'risks', 'crises']",0.174,0.826,0.0,-0.2732,negative
2961,576,"@mommysuperspy @jan_forney And to engineer an outcome he wants, eg, to work with House Republicans to break the US &amp; world economy to tank the dollar as the dominant world currency.",1,0,0,2023-03-12,mommysuperspy janforney engineer outcome wants eg work house republicans break us amp economy tank dollar dominant currency,"['mommysuperspy', 'janforney', 'engineer', 'outcome', 'wants', 'eg', 'work', 'house', 'republicans', 'break', 'us', 'amp', 'economy', 'tank', 'dollar', 'dominant', 'currency']",0.0,1.0,0.0,0.0,neutral
2962,1211,@CanadianMud TRIO BLASTING THE WORLD ECONOMY .,1,0,0,2023-03-12,canadianmud trio blasting economy,"['canadianmud', 'trio', 'blasting', 'economy']",0.0,1.0,0.0,0.0,neutral
2963,117,"@EdKrassen How does it feel to know you voted a senile old man who within months destroyed America, USA world standing, women and is trying to start WW3? And you call a man who had no wars, world economy was great, brought peace to countries and put China and Russia in their place for golf.",1,0,0,2023-03-12,edkrassen feel know voted senile old man within months destroyed america usa standing women trying start call man wars economy great brought peace countries put china russia place golf,"['edkrassen', 'feel', 'know', 'voted', 'senile', 'old', 'man', 'within', 'months', 'destroyed', 'america', 'usa', 'standing', 'women', 'trying', 'start', 'call', 'man', 'wars', 'economy', 'great', 'brought', 'peace', 'countries', 'put', 'china', 'russia', 'place', 'golf']",0.173,0.635,0.193,0.2023,positive
2964,1626,"@Andy_Scollick Although important to world economy, Saudi oil exports are less than the value of UK services for example, let alone other developed countries total export industries. I think the perception is overweighted",1,0,0,2023-03-12,andyscollick although important economy saudi oil exports less value uk services example let alone developed countries total export industries think perception overweighted,"['andyscollick', 'although', 'important', 'economy', 'saudi', 'oil', 'exports', 'less', 'value', 'uk', 'services', 'example', 'let', 'alone', 'developed', 'countries', 'total', 'export', 'industries', 'think', 'perception', 'overweighted']",0.08,0.763,0.157,0.228,positive
2965,3492,@GrammaMontana @cagrown5 @mtwnke Yup. Went from the 5th largest world economy to the 4th largest world economy. What a shithole,0,0,0,2023-03-12,grammamontana mtwnke yup went largest economy largest economy shithole,"['grammamontana', 'mtwnke', 'yup', 'went', 'largest', 'economy', 'largest', 'economy', 'shithole']",0.0,1.0,0.0,0.0,neutral
2966,217,"That Marxist Attenborough is having a programme withdrawn because the global warming message is too scary and might make people question how the world economy is run, and by and for whom. How very dare he!",2,0,0,2023-03-12,marxist attenborough programme withdrawn global warming message scary might make people question economy run dare,"['marxist', 'attenborough', 'programme', 'withdrawn', 'global', 'warming', 'message', 'scary', 'might', 'make', 'people', 'question', 'economy', 'run', 'dare']",0.18,0.73,0.09,-0.3818,negative
2967,2279,Lets all panic and do bankruns so we can hasten the process in which they revealed they will destroy the world economy @SteveFranssen @,0,0,0,2023-03-12,lets panic bankruns hasten process revealed destroy economy stevefranssen,"['lets', 'panic', 'bankruns', 'hasten', 'process', 'revealed', 'destroy', 'economy', 'stevefranssen']",0.493,0.507,0.0,-0.7783,negative
2968,2136,"Imagine when Brics runs the world economy (New world order) because America has fkd this one🔥🔥🔥
 
they will use this👌

Dm me XI😎🤙 https://t.co/aUSMgbdert",1,0,0,2023-03-12,imagine brics runs economy new order america fkd one🔥🔥🔥 use this👌dm xi😎🤙,"['imagine', 'brics', 'runs', 'economy', 'new', 'order', 'america', 'fkd', 'one🔥🔥🔥', 'use', 'this👌dm', 'xi😎🤙']",0.0,1.0,0.0,0.0,neutral
2969,1365,"@JamesOKeefeIII I have no savings or investments because I'm still living paycheck to paycheck due to inflation. I don't own a home because I can't afford one in this market. I paid about $15k in taxes last year. 

Let them fail. This clown world economy needs a reckoning.",0,0,0,2023-03-12,jamesokeefeiii savings investments im still living paycheck paycheck due inflation dont home cant afford one market paid taxes last year let fail clown economy needs reckoning,"['jamesokeefeiii', 'savings', 'investments', 'im', 'still', 'living', 'paycheck', 'paycheck', 'due', 'inflation', 'dont', 'home', 'cant', 'afford', 'one', 'market', 'paid', 'taxes', 'last', 'year', 'let', 'fail', 'clown', 'economy', 'needs', 'reckoning']",0.123,0.877,0.0,-0.5423,negative
2970,222,@DavidRossiterNI @AndrewMuirNI @ChrisMccracken_ @KateNicholl @madsteranne @SustransNI @CyclingUK_NI The puppets of world economy Forum in plain sight,2,0,0,2023-03-12,davidrossiterni andrewmuirni chrismccracken katenicholl madsteranne sustransni cyclingukni puppets economy forum plain sight,"['davidrossiterni', 'andrewmuirni', 'chrismccracken', 'katenicholl', 'madsteranne', 'sustransni', 'cyclingukni', 'puppets', 'economy', 'forum', 'plain', 'sight']",0.0,1.0,0.0,0.0,neutral
2971,1048,"$SIVB collapse will harm many workers if not handled properly. It's not fair for them to suffer due to irresponsible bets by SVB. Bankers won't benefit from a backstop, regular people will. 

And the ripple effects will impact the entire world economy.

#SVBCollapse $ESTY https://t.co/YzP4KsjS4c",1,0,1,2023-03-12,sivb collapse harm workers handled properly fair suffer due irresponsible bets bankers wont benefit backstop regular people ripple effects impact entire economysvbcollapse esty,"['sivb', 'collapse', 'harm', 'workers', 'handled', 'properly', 'fair', 'suffer', 'due', 'irresponsible', 'bets', 'bankers', 'wont', 'benefit', 'backstop', 'regular', 'people', 'ripple', 'effects', 'impact', 'entire', 'economysvbcollapse', 'esty']",0.447,0.487,0.066,-0.9229,negative
2972,114,The World Economy: Challenges and Prospects: one of the topics that will be discussed during the 34° edition of #Ambrosetti #Finance2023 Workshop on March 31 &amp; April 1 at Villa d'Este. Find out more on our website: https://t.co/gIGNsYt4qy https://t.co/aE9mkoiYxl,5,0,0,2023-03-12,economy challenges prospects one topics discussed ° edition ambrosetti workshop march amp april villa deste find website,"['economy', 'challenges', 'prospects', 'one', 'topics', 'discussed', '°', 'edition', 'ambrosetti', 'workshop', 'march', 'amp', 'april', 'villa', 'deste', 'find', 'website']",0.0,0.8,0.2,0.3612,positive
2973,3022,@Nancy_Crouse Comparing today to 30yrs ago is misleading. No world economy &amp; competition in Martin days.  When Harper left office it was with a 2 billion surplus. This after having to deal with the world finacial crisis and recession. Check your facts. 500 billion in the red since then.,50,1,2,2023-03-12,nancycrouse comparing today ago misleading economy amp competition martin days harper left office billion surplus deal finacial crisis recession check facts billion red since,"['nancycrouse', 'comparing', 'today', 'ago', 'misleading', 'economy', 'amp', 'competition', 'martin', 'days', 'harper', 'left', 'office', 'billion', 'surplus', 'deal', 'finacial', 'crisis', 'recession', 'check', 'facts', 'billion', 'red', 'since']",0.314,0.686,0.0,-0.8625,negative
2974,221,"@TheChallengerUk @labour You need to do some research, it was the Banks that caused the World Economy to crash. Labour had to spend a fortune to bail them out and not a single Banker went to prison, except in Iceland.",0,0,1,2023-03-12,thechallengeruk labour need research banks caused economy crash labour spend fortune bail single banker went prison except iceland,"['thechallengeruk', 'labour', 'need', 'research', 'banks', 'caused', 'economy', 'crash', 'labour', 'spend', 'fortune', 'bail', 'single', 'banker', 'went', 'prison', 'except', 'iceland']",0.273,0.727,0.0,-0.7184,negative
2975,1479,"@pgofton @petefrasermusic Just you scratch my back, I'll scratch yours. My friends analysis was exactlly the same problems, but caused by a coven of wizards based in Geneva who have controlled the world economy for centuries.",0,0,1,2023-03-12,pgofton petefrasermusic scratch back ill scratch friends analysis exactlly problems caused coven wizards based geneva controlled economy centuries,"['pgofton', 'petefrasermusic', 'scratch', 'back', 'ill', 'scratch', 'friends', 'analysis', 'exactlly', 'problems', 'caused', 'coven', 'wizards', 'based', 'geneva', 'controlled', 'economy', 'centuries']",0.233,0.636,0.131,-0.34,negative
2976,3410,economics: RT @ZSchneeweiss: What to watch in the world economy this week https://t.co/qmEG25hlyO via @CraigStirling https://t.co/y1saLsz4EY,0,0,0,2023-03-12,economics rt zschneeweiss watch economy week via craigstirling,"['economics', 'rt', 'zschneeweiss', 'watch', 'economy', 'week', 'via', 'craigstirling']",0.0,1.0,0.0,0.0,neutral
2977,938,"@sharlaloberg @JamesTate121 Wrong, 100% democrat policies. Should have left Trump’s alone. The world economy follows our lead.",1,0,0,2023-03-12,sharlaloberg wrong democrat policies left trump’s alone economy follows lead,"['sharlaloberg', 'wrong', 'democrat', 'policies', 'left', 'trump’s', 'alone', 'economy', 'follows', 'lead']",0.389,0.611,0.0,-0.6249,negative
2978,1109,"This is amazing! Russia to beat US, Canada, Jap &amp; Europe in growth DESPITE crippling sanctions.
Just tells you how much weight India carries in influencing world economy just by buying oil &amp;fertilizer from Russia. The West must understand India's impact on global economy. https://t.co/Kd4JYPrHUy",35,1,5,2023-03-12,amazing russia beat us canada jap amp europe growth despite crippling sanctionsjust tells weight india carries influencing economy buying oil ampfertilizer russia west must understand indias impact global economy,"['amazing', 'russia', 'beat', 'us', 'canada', 'jap', 'amp', 'europe', 'growth', 'despite', 'crippling', 'sanctionsjust', 'tells', 'weight', 'india', 'carries', 'influencing', 'economy', 'buying', 'oil', 'ampfertilizer', 'russia', 'west', 'must', 'understand', 'indias', 'impact', 'global', 'economy']",0.0,0.808,0.192,0.7506,positive
2979,858,"China with Xi Jinping and Li Shangfu awaiting a bad future.
Warmongering seldom leads to a peaceful world. Economy now already downhill for China.",6,0,2,2023-03-12,china xi jinping li shangfu awaiting bad futurewarmongering seldom leads peaceful economy already downhill china,"['china', 'xi', 'jinping', 'li', 'shangfu', 'awaiting', 'bad', 'futurewarmongering', 'seldom', 'leads', 'peaceful', 'economy', 'already', 'downhill', 'china']",0.32,0.68,0.0,-0.7293,negative
2980,3384,@Michael2Turner @SamRamani2 Still think us and the west still the dominant of world economy and U.S dollar will be in replaceable as world reserve currency ? 😂😂😂😂😂😂😂😂😂,0,0,0,2023-03-12,still think us west still dominant economy us dollar replaceable reserve currency 😂😂😂😂😂😂😂😂😂,"['still', 'think', 'us', 'west', 'still', 'dominant', 'economy', 'us', 'dollar', 'replaceable', 'reserve', 'currency', '😂😂😂😂😂😂😂😂😂']",0.0,1.0,0.0,0.0,neutral
2981,730,Multipolarization of the world economy is emerging.,0,0,0,2023-03-12,multipolarization economy emerging,"['multipolarization', 'economy', 'emerging']",0.0,1.0,0.0,0.0,neutral
2982,730,@XHNews Multipolarization of the world economy is emerging.,0,0,0,2023-03-12,xhnews multipolarization economy emerging,"['xhnews', 'multipolarization', 'economy', 'emerging']",0.0,1.0,0.0,0.0,neutral
2983,911,"The emergence of Pi Network can provide consumers with more payment options, which can help facilitate more transactions and wider business cooperation. Thus bringing more choices and opportunities to physical stores and the world economy.
✊#PiNetwork https://t.co/NPx2JSjCn0",2,0,0,2023-03-12,emergence pi network provide consumers payment options help facilitate transactions wider business cooperation thus bringing choices opportunities physical stores economy✊pinetwork,"['emergence', 'pi', 'network', 'provide', 'consumers', 'payment', 'options', 'help', 'facilitate', 'transactions', 'wider', 'business', 'cooperation', 'thus', 'bringing', 'choices', 'opportunities', 'physical', 'stores', 'economy✊pinetwork']",0.0,0.773,0.227,0.6486,positive
